103.131.71.137 - - [16/Aug/2024:00:00:18 +0000] "GET /como-ser-buena-persona/ HTTP/1.1" 200 20895 "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)"
72.14.201.212 - - [16/Aug/2024:00:00:51 +0000] "GET /voluntariado-labor/ HTTP/1.1" 200 20387 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
193.186.4.213 - - [16/Aug/2024:00:01:10 +0000] "GET /area/bazar-caritas/ HTTP/1.1" 200 67267 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
54.70.53.60 - - [16/Aug/2024:00:01:14 +0000] "GET /donativo-en-especie/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 13369 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.142 Safari/537.36"
54.70.53.60 - - [16/Aug/2024:00:01:14 +0000] "GET /donaciones-economicas/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 15226 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.142 Safari/537.36"
54.71.187.124 - - [16/Aug/2024:00:01:20 +0000] "GET /gratitud-valor/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 97597 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.142 Safari/537.36"
54.70.53.60 - - [16/Aug/2024:00:01:23 +0000] "GET /como-podemos-ayudarle/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 97633 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.142 Safari/537.36"
54.71.187.124 - - [16/Aug/2024:00:01:31 +0000] "GET /como-podemos-ayudarle/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 21213 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0"
54.70.53.60 - - [16/Aug/2024:00:01:37 +0000] "GET /gratitud-valor/ HTTP/1.1" 200 21250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.142 Safari/537.36"
54.71.187.124 - - [16/Aug/2024:00:01:41 +0000] "GET /gratitud-valor/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 21250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0"
54.70.53.60 - - [16/Aug/2024:00:01:45 +0000] "GET /gratitud-valor/?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station?utm_campaign=boletin_semanal_237_caritas_semana_33&utm_medium=email&utm_source=RD+Station HTTP/1.1" 200 21250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0"
177.245.37.207 - - [16/Aug/2024:00:02:23 +0000] "GET /voluntariado/ HTTP/1.1" 200 15501 "https://www.caritas.org.mx/area/bazar-caritas/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
63.143.42.249 - - [16/Aug/2024:00:03:41 +0000] "GET / HTTP/1.1" 200 18137 "https://www.caritas.org.mx" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)"
66.249.65.69 - - [16/Aug/2024:00:04:10 +0000] "GET /cuales-son-las-caracteristicas-de-una- HTTP/1.1" 301 451 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
92.205.19.74 - - [16/Aug/2024:00:04:17 +0000] "POST /wp-login.php HTTP/1.0" 403 532 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
193.186.4.211 - - [16/Aug/2024:00:04:40 +0000] "GET /ejemplos-de-beneficencia/ HTTP/1.1" 200 99898 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
134.209.100.10 - - [16/Aug/2024:00:04:50 +0000] "POST /wp-login.php HTTP/1.0" 200 3471 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
51.222.253.7 - - [16/Aug/2024:00:04:54 +0000] "GET /el-botiquin-para-enfermedades-de-otono/ HTTP/1.1" 200 92968 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
189.130.190.130 - - [16/Aug/2024:00:05:46 +0000] "GET /derecho-vida-digna/ HTTP/1.1" 200 21140 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
66.249.65.64 - - [16/Aug/2024:00:07:00 +0000] "GET /Bombillas-y-leds-para-coches-807201/ HTTP/1.1" 404 55245 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; GoogleOther)"
72.14.201.211 - - [16/Aug/2024:00:08:20 +0000] "GET /brigada-salud-objetivo-mision/ HTTP/1.1" 200 21383 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
66.249.65.66 - - [16/Aug/2024:00:09:40 +0000] "GET /Barras-de-techo-y-bacas-60403/ HTTP/1.1" 404 55239 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.65.69 - - [16/Aug/2024:00:10:22 +0000] "GET /posada-hogar-necesitados/ HTTP/1.1" 200 94862 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
144.126.135.200 - - [16/Aug/2024:00:11:37 +0000] "GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1" 301 439 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
52.167.144.236 - - [16/Aug/2024:00:11:53 +0000] "GET /loc-3116/levifil-20mg-30.asp HTTP/1.1" 404 55273 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:11:57 +0000] "GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1" 404 72430 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:12:05 +0000] "GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1" 301 439 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
52.167.144.18 - - [16/Aug/2024:00:12:11 +0000] "GET /que-son-caritas-parroquiales/ HTTP/1.1" 200 95192 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:12:13 +0000] "GET /wp-content/plugins/WordPressCore/include.php HTTP/1.1" 404 72430 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:12:20 +0000] "GET /wp-content/themes/include.php HTTP/1.1" 301 424 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:12:25 +0000] "GET /wp-content/themes/include.php HTTP/1.1" 404 72350 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:12:32 +0000] "GET /wp-content/themes/include.php HTTP/1.1" 301 424 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
31.13.103.2 - - [16/Aug/2024:00:12:34 +0000] "GET /que-significa-autocuidado/ HTTP/1.1" 200 99221 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
144.126.135.200 - - [16/Aug/2024:00:12:49 +0000] "GET /wp-content/themes/include.php HTTP/1.1" 404 72350 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:13:08 +0000] "GET /wp-content/plugins/include.php HTTP/1.1" 301 425 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:13:26 +0000] "GET /wp-content/plugins/include.php HTTP/1.1" 404 72360 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
144.126.135.200 - - [16/Aug/2024:00:13:35 +0000] "GET /wp-content/plugins/include.php HTTP/1.1" 301 425 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
